5,19.877567786648058
10,21.50446715598116
15,23.46709346823053
20,25.884324814729098
25,28.938745550200906
30,32.925562092816904
35,38.35416124505775
40,46.18170337289246
45,58.42951121327974
50,80.16143471318367
55,128.13347148194472
60,299.95204657593655
65,181.28011525772527
70,98.66688301166042
75,67.54558706312946
80,51.5502257663029
85,41.8787745827629
90,35.414610193243846
95,30.790564918317784
100,27.31689793498981
105,24.60938002445181
110,22.43750411448997
115,20.654785553402576
120,19.163746108069176
